"","LUC_old","LUC_new"
"1231","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1232","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1233","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1234","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1235","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1236","Single Family Residential Suburban (before)","Commerical / Industrial (after)"
"1237","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1238","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1239","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1240","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1241","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1242","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1243","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1244","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1245","Undefined (before)","Single Family Residential Suburban (after)"
"1246","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1247","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1248","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1249","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1250","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1251","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1252","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1253","Undefined (before)","Single Family Residential Suburban (after)"
"1254","Undefined (before)","Single Family Residential Suburban (after)"
"1255","Undefined (before)","Single Family Residential Suburban (after)"
"1256","Undefined (before)","Single Family Residential Suburban (after)"
"1257","Undefined (before)","Single Family Residential Suburban (after)"
"1258","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1259","Undefined (before)","Single Family Residential Suburban (after)"
"1260","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1261","Undefined (before)","Single Family Residential Suburban (after)"
"1262","Undefined (before)","Single Family Residential Suburban (after)"
"1263","Undefined (before)","Commerical / Industrial (after)"
"1264","Undefined (before)","Commerical / Industrial (after)"
"1265","Undefined (before)","Other (after)"
"1266","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1267","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1268","Commerical / Industrial (before)","Commerical / Industrial (after)"
"1269","Commerical / Industrial (before)","Other (after)"
"1270","Commerical / Industrial (before)","Other (after)"
"1271","Commerical / Industrial (before)","Other (after)"
"1272","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1273","Other (before)","Other (after)"
"1274","Other (before)","Single Family Residential Urban (after)"
"1275","Other (before)","Single Family Residential Urban (after)"
"1276","Other (before)","Single Family Residential Urban (after)"
"1277","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1278","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1279","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1280","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1281","Other (before)","Other (after)"
"1282","Undefined (before)","Other (after)"
"1283","Undefined (before)","Single Family Residential Urban (after)"
"1284","Undefined (before)","Single Family Residential Urban (after)"
"1285","Undefined (before)","Single Family Residential Urban (after)"
"1286","Undefined (before)","Single Family Residential Urban (after)"
"1287","Undefined (before)","Single Family Residential Urban (after)"
"1288","Undefined (before)","Single Family Residential Urban (after)"
"1289","Undefined (before)","Single Family Residential Urban (after)"
"1290","Undefined (before)","Single Family Residential Urban (after)"
"1291","Undefined (before)","Single Family Residential Urban (after)"
"1292","Undefined (before)","Single Family Residential Urban (after)"
"1293","Undefined (before)","Single Family Residential Urban (after)"
"1294","Undefined (before)","Single Family Residential Urban (after)"
"1295","Undefined (before)","Single Family Residential Urban (after)"
"1296","Undefined (before)","Single Family Residential Urban (after)"
"1297","Undefined (before)","Single Family Residential Urban (after)"
"1298","Undefined (before)","Single Family Residential Urban (after)"
"1299","Undefined (before)","Single Family Residential Urban (after)"
"1300","Undefined (before)","Single Family Residential Urban (after)"
"1301","Undefined (before)","Single Family Residential Urban (after)"
"1302","Undefined (before)","Single Family Residential Urban (after)"
"1303","Undefined (before)","Single Family Residential Urban (after)"
"1304","Undefined (before)","Single Family Residential Urban (after)"
"1305","Undefined (before)","Single Family Residential Urban (after)"
"1306","Undefined (before)","Single Family Residential Urban (after)"
"1307","Undefined (before)","Single Family Residential Urban (after)"
"1308","Undefined (before)","Single Family Residential Urban (after)"
"1309","Undefined (before)","Single Family Residential Urban (after)"
"1310","Undefined (before)","Single Family Residential Urban (after)"
"1311","Undefined (before)","Single Family Residential Urban (after)"
"1312","Undefined (before)","Single Family Residential Urban (after)"
"1313","Undefined (before)","Single Family Residential Urban (after)"
"1314","Undefined (before)","Single Family Residential Urban (after)"
"1315","Undefined (before)","Single Family Residential Urban (after)"
"1316","Undefined (before)","Single Family Residential Urban (after)"
"1317","Undefined (before)","Single Family Residential Urban (after)"
"1318","Undefined (before)","Single Family Residential Urban (after)"
"1319","Undefined (before)","Single Family Residential Urban (after)"
"1320","Undefined (before)","Single Family Residential Urban (after)"
"1321","Undefined (before)","Single Family Residential Urban (after)"
"1322","Undefined (before)","Single Family Residential Urban (after)"
"1323","Undefined (before)","Single Family Residential Urban (after)"
"1324","Undefined (before)","Single Family Residential Urban (after)"
"1325","Undefined (before)","Single Family Residential Urban (after)"
"1326","Undefined (before)","Single Family Residential Urban (after)"
"1327","Undefined (before)","Single Family Residential Urban (after)"
"1328","Undefined (before)","Single Family Residential Urban (after)"
"1329","Undefined (before)","Single Family Residential Urban (after)"
"1330","Undefined (before)","Single Family Residential Urban (after)"
"1331","Undefined (before)","Single Family Residential Urban (after)"
"1332","Undefined (before)","Other (after)"
"1333","Undefined (before)","Other (after)"
"1334","Undefined (before)","Other (after)"
"1335","Undefined (before)","Other (after)"
"1336","Undefined (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1337","Undefined (before)","Other (after)"
"1338","Undefined (before)","Single Family Residential Suburban (after)"
"1339","Undefined (before)","Single Family Residential Suburban (after)"
"1340","Undefined (before)","Single Family Residential Suburban (after)"
"1341","Undefined (before)","Single Family Residential Suburban (after)"
"1342","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1343","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1344","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1345","Undefined (before)","Single Family Residential Urban (after)"
"1346","Undefined (before)","Single Family Residential Urban (after)"
"1347","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1348","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1349","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1350","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1351","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1352","Other (before)","Commerical / Industrial (after)"
"1353","Single Family Residential Suburban (before)","Other (after)"
"1354","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1355","Undefined (before)","Single Family Residential Urban (after)"
"1356","Undefined (before)","Single Family Residential Urban (after)"
"1357","Undefined (before)","Single Family Residential Urban (after)"
"1358","Undefined (before)","Single Family Residential Urban (after)"
"1359","Undefined (before)","Single Family Residential Urban (after)"
"1360","Undefined (before)","Single Family Residential Urban (after)"
"1361","Undefined (before)","Single Family Residential Urban (after)"
"1362","Undefined (before)","Single Family Residential Urban (after)"
"1363","Undefined (before)","Single Family Residential Urban (after)"
"1364","Undefined (before)","Single Family Residential Urban (after)"
"1365","Undefined (before)","Single Family Residential Urban (after)"
"1366","Undefined (before)","Single Family Residential Urban (after)"
"1367","Undefined (before)","Single Family Residential Urban (after)"
"1368","Undefined (before)","Single Family Residential Urban (after)"
"1369","Undefined (before)","Single Family Residential Urban (after)"
"1370","Undefined (before)","Single Family Residential Urban (after)"
"1371","Undefined (before)","Single Family Residential Urban (after)"
"1372","Undefined (before)","Single Family Residential Urban (after)"
"1373","Undefined (before)","Single Family Residential Urban (after)"
"1374","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1375","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1376","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1377","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1378","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1379","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1380","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1381","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1382","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1383","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1384","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1385","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1386","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1387","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1388","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1389","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1390","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1391","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1392","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1393","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1394","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Urban (after)"
"1395","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1396","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
"1397","Agricultural / Undeveloped (20-99 Acres) (before)","Other (after)"
"1398","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1399","Agricultural / Undeveloped (100+ Acres) (before)","Agricultural / Undeveloped (100+ Acres) (after)"
"1400","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1401","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1402","Undefined (before)","Single Family Residential Suburban (after)"
"1403","Undefined (before)","Single Family Residential Suburban (after)"
"1404","Undefined (before)","Single Family Residential Suburban (after)"
"1405","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1406","Single Family Residential Suburban (before)","Single Family Residential Suburban (after)"
"1407","Agricultural / Undeveloped (100+ Acres) (before)","Single Family Residential Suburban (after)"
"1408","Agricultural / Undeveloped (20-99 Acres) (before)","Single Family Residential Suburban (after)"
"1409","Agricultural / Undeveloped (20-99 Acres) (before)","Agricultural / Undeveloped (20-99 Acres) (after)"
